population,minimum_age,maximum_age,gender,zipcode,geo_id
3072,,,,29125,8600000US29125
2267,,,,29126,8600000US29126
8333,,,,29127,8600000US29127
5866,,,,29128,8600000US29128
3164,,,,29129,8600000US29129
6655,,,,29130,8600000US29130
1044,,,,29133,8600000US29133
8919,,,,29135,8600000US29135
2539,,,,29137,8600000US29137
10883,,,,29138,8600000US29138
4890,,,,29142,8600000US29142
837,,,,29145,8600000US29145
1767,,,,29146,8600000US29146
0,,,,29147,8600000US29147
6230,,,,29148,8600000US29148
40031,,,,29150,8600000US29150
2393,,,,29152,8600000US29152
15633,,,,29153,8600000US29153
28135,,,,29154,8600000US29154
8255,,,,29160,8600000US29160
11383,,,,29161,8600000US29161
4122,,,,29162,8600000US29162
1975,,,,29163,8600000US29163
4690,,,,29164,8600000US29164
904,,,,29166,8600000US29166
3582,,,,29168,8600000US29168
22845,,,,29169,8600000US29169
19988,,,,29170,8600000US29170
9293,,,,29172,8600000US29172
378,,,,29175,8600000US29175
3377,,,,29178,8600000US29178
14267,,,,29180,8600000US29180
20594,,,,29201,8600000US29201
135,,,,29202,8600000US29202
39843,,,,29203,8600000US29203
19952,,,,29204,8600000US29204
24822,,,,29205,8600000US29205
17788,,,,29206,8600000US29206
11592,,,,29207,8600000US29207
695,,,,29208,8600000US29208
33324,,,,29209,8600000US29209
40356,,,,29210,8600000US29210
28798,,,,29212,8600000US29212
50141,,,,29223,8600000US29223
1228,,,,29225,8600000US29225
44229,,,,29229,8600000US29229
31051,,,,29301,8600000US29301
16571,,,,29302,8600000US29302
25058,,,,29303,8600000US29303
15861,,,,29306,8600000US29306
18751,,,,29307,8600000US29307
22281,,,,29316,8600000US29316
530,,,,29320,8600000US29320
2596,,,,29321,8600000US29321
8781,,,,29322,8600000US29322
14446,,,,29323,8600000US29323
167,,,,29324,8600000US29324
15222,,,,29325,8600000US29325
278,,,,29329,8600000US29329
8401,,,,29330,8600000US29330
142,,,,29331,8600000US29331
2435,,,,29332,8600000US29332
374,,,,29333,8600000US29333
11331,,,,29334,8600000US29334
5654,,,,29335,8600000US29335
85,,,,29338,8600000US29338
20763,,,,29340,8600000US29340
19330,,,,29341,8600000US29341
307,,,,29346,8600000US29346
30129,,,,29349,8600000US29349
1563,,,,29351,8600000US29351
4174,,,,29353,8600000US29353
810,,,,29355,8600000US29355
8074,,,,29356,8600000US29356
20977,,,,29360,8600000US29360
592,,,,29364,8600000US29364
10146,,,,29365,8600000US29365
68,,,,29368,8600000US29368
13044,,,,29369,8600000US29369
1045,,,,29370,8600000US29370
4507,,,,29372,8600000US29372
297,,,,29373,8600000US29373
3534,,,,29374,8600000US29374
95,,,,29375,8600000US29375
6909,,,,29376,8600000US29376
761,,,,29377,8600000US29377
207,,,,29378,8600000US29378
19186,,,,29379,8600000US29379
3945,,,,29384,8600000US29384
7221,,,,29385,8600000US29385
14470,,,,29388,8600000US29388
10895,,,,29401,8600000US29401
20818,,,,29403,8600000US29403
1348,,,,29404,8600000US29404
26328,,,,29405,8600000US29405
29314,,,,29406,8600000US29406
34827,,,,29407,8600000US29407
2100,,,,29409,8600000US29409
17816,,,,29410,8600000US29410
35850,,,,29412,8600000US29412
31883,,,,29414,8600000US29414
23540,,,,29418,8600000US29418
21834,,,,29420,8600000US29420
956,,,,29423,8600000US29423
389,,,,29424,8600000US29424
1741,,,,29426,8600000US29426
2737,,,,29429,8600000US29429
6071,,,,29431,8600000US29431
2853,,,,29432,8600000US29432
537,,,,29434,8600000US29434
4122,,,,29435,8600000US29435
4471,,,,29436,8600000US29436
2380,,,,29437,8600000US29437
2408,,,,29438,8600000US29438
2399,,,,29439,8600000US29439
28469,,,,29440,8600000US29440
53588,,,,29445,8600000US29445
1138,,,,29446,8600000US29446
2356,,,,29448,8600000US29448
7749,,,,29449,8600000US29449
3105,,,,29450,8600000US29450
4205,,,,29451,8600000US29451
394,,,,29452,8600000US29452
1252,,,,29453,8600000US29453
20478,,,,29455,8600000US29455
27864,,,,29456,8600000US29456
2713,,,,29458,8600000US29458
30141,,,,29461,8600000US29461
43649,,,,29464,8600000US29464
28725,,,,29466,8600000US29466
2107,,,,29468,8600000US29468
855,,,,29469,8600000US29469
4232,,,,29470,8600000US29470
1537,,,,29471,8600000US29471
9416,,,,29472,8600000US29472
2176,,,,29474,8600000US29474
2874,,,,29475,8600000US29475
6789,,,,29477,8600000US29477
7337,,,,29479,8600000US29479
1841,,,,29481,8600000US29481
1791,,,,29482,8600000US29482
66731,,,,29483,8600000US29483
45057,,,,29485,8600000US29485
2725,,,,29487,8600000US29487
22220,,,,29488,8600000US29488
10262,,,,29492,8600000US29492
117,,,,29493,8600000US29493
43220,,,,29501,8600000US29501
24279,,,,29505,8600000US29505
20960,,,,29506,8600000US29506
11060,,,,29510,8600000US29510
5146,,,,29511,8600000US29511
19514,,,,29512,8600000US29512
829,,,,29516,8600000US29516
1232,,,,29518,8600000US29518
285,,,,29519,8600000US29519
14617,,,,29520,8600000US29520
2029,,,,29525,8600000US29525
39033,,,,29526,8600000US29526
22027,,,,29527,8600000US29527
2915,,,,29530,8600000US29530
20871,,,,29532,8600000US29532
17722,,,,29536,8600000US29536
5599,,,,29540,8600000US29540
9465,,,,29541,8600000US29541
606,,,,29543,8600000US29543
4909,,,,29544,8600000US29544
1657,,,,29545,8600000US29545
2834,,,,29546,8600000US29546
2917,,,,29547,8600000US29547
32284,,,,29550,8600000US29550
9332,,,,29554,8600000US29554
6440,,,,29555,8600000US29555
12870,,,,29556,8600000US29556
13664,,,,29560,8600000US29560
2676,,,,29563,8600000US29563
985,,,,29564,8600000US29564
7127,,,,29565,8600000US29565
15179,,,,29566,8600000US29566
564,,,,29567,8600000US29567
12224,,,,29568,8600000US29568
15951,,,,29569,8600000US29569
3913,,,,29570,8600000US29570
15622,,,,29571,8600000US29571
7893,,,,29572,8600000US29572
11909,,,,29574,8600000US29574
15512,,,,29575,8600000US29575
24446,,,,29576,8600000US29576
26996,,,,29577,8600000US29577
32180,,,,29579,8600000US29579
1450,,,,29580,8600000US29580
4650,,,,29581,8600000US29581
14622,,,,29582,8600000US29582
5438,,,,29583,8600000US29583
2563,,,,29584,8600000US29584
13606,,,,29585,8600000US29585
36499,,,,29588,8600000US29588
3677,,,,29590,8600000US29590
5467,,,,29591,8600000US29591
1197,,,,29592,8600000US29592
1954,,,,29593,8600000US29593
121,,,,29594,8600000US29594
2424,,,,29596,8600000US29596
10550,,,,29601,8600000US29601
34414,,,,29605,8600000US29605
34487,,,,29607,8600000US29607
27722,,,,29609,8600000US29609
28799,,,,29611,8600000US29611
2334,,,,29613,8600000US29613
2720,,,,29614,8600000US29614
35151,,,,29615,8600000US29615
25685,,,,29617,8600000US29617
12934,,,,29620,8600000US29620
39101,,,,29621,8600000US29621
14610,,,,29624,8600000US29624
27538,,,,29625,8600000US29625
12364,,,,29626,8600000US29626
18367,,,,29627,8600000US29627
2759,,,,29628,8600000US29628
14186,,,,29630,8600000US29630
13318,,,,29631,8600000US29631
5589,,,,29634,8600000US29634
1254,,,,29635,8600000US29635
2944,,,,29638,8600000US29638
1742,,,,29639,8600000US29639
30574,,,,29640,8600000US29640
29561,,,,29642,8600000US29642
2756,,,,29643,8600000US29643
18578,,,,29644,8600000US29644
9982,,,,29645,8600000US29645
28159,,,,29646,8600000US29646
26235,,,,29649,8600000US29649
32632,,,,29650,8600000US29650
42844,,,,29651,8600000US29651
4811,,,,29653,8600000US29653
9937,,,,29654,8600000US29654
7796,,,,29655,8600000US29655
15116,,,,29657,8600000US29657
333,,,,29658,8600000US29658
118,,,,29659,8600000US29659
5648,,,,29661,8600000US29661
15090,,,,29662,8600000US29662
1808,,,,29664,8600000US29664
127,,,,29665,8600000US29665
6590,,,,29666,8600000US29666
269,,,,29667,8600000US29667
12387,,,,29669,8600000US29669
8673,,,,29670,8600000US29670
18030,,,,29671,8600000US29671
11868,,,,29672,8600000US29672
25348,,,,29673,8600000US29673
5201,,,,29676,8600000US29676
21676,,,,29678,8600000US29678
27285,,,,29680,8600000US29680
46979,,,,29681,8600000US29681
3818,,,,29682,8600000US29682
291,,,,29683,8600000US29683
4862,,,,29684,8600000US29684
1230,,,,29685,8600000US29685
1027,,,,29686,8600000US29686
39561,,,,29687,8600000US29687
3889,,,,29689,8600000US29689
20914,,,,29690,8600000US29690
11333,,,,29691,8600000US29691
4856,,,,29692,8600000US29692
14215,,,,29693,8600000US29693
4125,,,,29696,8600000US29696
12207,,,,29697,8600000US29697
10059,,,,29702,8600000US29702
3721,,,,29704,8600000US29704
19847,,,,29706,8600000US29706
17742,,,,29707,8600000US29707
25035,,,,29708,8600000US29708
6498,,,,29709,8600000US29709
29449,,,,29710,8600000US29710
2317,,,,29712,8600000US29712
2927,,,,29714,8600000US29714
24823,,,,29715,8600000US29715
1251,,,,29717,8600000US29717
3856,,,,29718,8600000US29718
46041,,,,29720,8600000US29720
43,,,,29724,8600000US29724
1750,,,,29726,8600000US29726
1650,,,,29727,8600000US29727
10301,,,,29728,8600000US29728
2271,,,,29729,8600000US29729
52365,,,,29730,8600000US29730
53781,,,,29732,8600000US29732
1751,,,,29733,8600000US29733
2082,,,,29741,8600000US29741
2460,,,,29742,8600000US29742
1071,,,,29743,8600000US29743
28919,,,,29745,8600000US29745
26778,,,,29801,8600000US29801
36843,,,,29803,8600000US29803
5864,,,,29805,8600000US29805
2206,,,,29809,8600000US29809
4990,,,,29810,8600000US29810
11864,,,,29812,8600000US29812
1033,,,,29816,8600000US29816
4913,,,,29817,8600000US29817
1523,,,,29819,8600000US29819
1487,,,,29821,8600000US29821
8535,,,,29824,8600000US29824
164,,,,29826,8600000US29826
4624,,,,29827,8600000US29827
1003,,,,29828,8600000US29828
8651,,,,29829,8600000US29829
4146,,,,29831,8600000US29831
5335,,,,29832,8600000US29832
1687,,,,29834,8600000US29834
6566,,,,29835,8600000US29835
482,,,,29836,8600000US29836
501,,,,29838,8600000US29838
251,,,,29840,8600000US29840
32494,,,,29841,8600000US29841
7675,,,,29842,8600000US29842
1291,,,,29843,8600000US29843
123,,,,29844,8600000US29844
1104,,,,29845,8600000US29845
5480,,,,29847,8600000US29847
751,,,,29848,8600000US29848
294,,,,29849,8600000US29849
111,,,,29850,8600000US29850
7524,,,,29851,8600000US29851
6580,,,,29853,8600000US29853
3255,,,,29856,8600000US29856
14450,,,,29860,8600000US29860
1244,,,,29899,8600000US29899
14779,,,,29902,8600000US29902
659,,,,29904,8600000US29904
3054,,,,29905,8600000US29905
21765,,,,29906,8600000US29906
12570,,,,29907,8600000US29907
16394,,,,29909,8600000US29909
33954,,,,29910,8600000US29910
1725,,,,29911,8600000US29911
42,,,,29912,8600000US29912
416,,,,29915,8600000US29915
1533,,,,29916,8600000US29916
5278,,,,29918,8600000US29918
9481,,,,29920,8600000US29920
227,,,,29921,8600000US29921
1214,,,,29922,8600000US29922
392,,,,29923,8600000US29923
4331,,,,29924,8600000US29924
23742,,,,29926,8600000US29926
8237,,,,29927,8600000US29927
16110,,,,29928,8600000US29928
1135,,,,29929,8600000US29929
269,,,,29932,8600000US29932
1172,,,,29934,8600000US29934
3685,,,,29935,8600000US29935
13354,,,,29936,8600000US29936
302,,,,29939,8600000US29939
3967,,,,29940,8600000US29940
497,,,,29941,8600000US29941
477,,,,29943,8600000US29943
5118,,,,29944,8600000US29944
4841,,,,29945,8600000US29945
