LAT,LNG,population
34.182184,-80.708825,15293
34.286517,-80.113717,151
34.012164,-80.085577,3240
33.08908,-81.047373,1352
33.038215,-80.939141,572
34.460212,-80.247195,3023
33.641983,-80.188481,18248
34.001026,-80.213437,1531
33.806395,-81.593579,1514
33.529824,-81.124331,3166
34.305524,-81.627342,20469
33.789038,-80.006369,1632
33.625345,-81.081592,4712
33.432453,-81.135322,1618
33.954301,-79.932279,2190
33.477386,-80.849144,31128
33.498262,-80.848831,1160
33.569394,-80.888558,15861
34.238809,-81.328334,54
33.764652,-81.271451,7617
33.702759,-80.462307,3072
34.328933,-81.419482,2267
34.153252,-81.512463,8333
34.095053,-80.526184,5866
33.789287,-81.672715,3164
34.331608,-80.880412,6655
33.358911,-80.803127,1044
33.701219,-80.757171,8919
33.596191,-81.321416,2539
34.042392,-81.776152,10883
33.463477,-80.524523,4890
34.228719,-81.766201,837
33.508249,-81.295412,1767
34.091766,-80.966488,0
33.534198,-80.337458,6230
33.874774,-80.354069,40031
33.972292,-80.465816,2393
33.959249,-80.308378,15633
33.879261,-80.440418,28135
33.746888,-81.035516,8255
34.10365,-79.943426,11383
33.885889,-80.014019,4122
33.429587,-80.439904,1975
33.662168,-81.416471,4690
33.901807,-81.705732,904
33.848449,-80.540767,3582
33.997527,-81.097406,22845
33.937674,-81.147203,19988
33.912417,-81.076978,9293
34.443849,-80.598356,378
34.493359,-81.606734,3377
34.366465,-81.093684,14267
33.982484,-81.028098,20594
33.993558,-81.031002,135
34.101723,-81.042085,39843
34.029148,-81.002526,19952
33.990057,-80.997249,24822
34.026415,-80.958995,17788
34.042447,-80.845986,11592
33.998133,-81.028152,695
33.926751,-80.950364,33324
34.046162,-81.10658,40356
34.076232,-81.198752,28798
34.092634,-80.919271,50141
33.996177,-81.025028,1228
34.139526,-80.888209,44229
34.934028,-82.010697,31051
34.884446,-81.8436,16571
34.995627,-81.9604,25058
34.892633,-81.921504,15861
34.982716,-81.831555,18751
35.043045,-81.975107,22281
34.958401,-81.993676,530
34.714655,-81.741066,2596
35.121041,-82.132234,8781
35.126341,-81.907463,14446
34.983686,-81.826635,167
34.465141,-81.849816,15222
34.994511,-81.835995,278
35.052634,-81.804153,8401
34.651836,-81.844085,142
34.27876,-81.970367,2435
34.971201,-81.910226,374
34.905551,-82.124414,11331
34.646696,-81.904469,5654
35.135513,-82.001598,85
34.972313,-81.585917,20763
35.11191,-81.713162,19330
34.945078,-81.836373,307
35.067335,-82.068095,30129
34.421034,-81.808045,1563
34.830741,-81.648604,4174
34.289571,-81.826418,810
35.142074,-82.280831,8074
34.49869,-82.051054,20977
34.76248,-81.470669,592
34.980991,-82.171853,10146
35.081579,-81.863411,68
34.86562,-82.019463,13044
34.373805,-81.963361,1045
34.901769,-81.711278,4507
34.924482,-81.747544,297
34.784549,-81.853472,3534
34.861302,-82.113804,95
34.811382,-81.944219,6909
34.930629,-82.095109,761
34.966907,-81.968539,207
34.68235,-81.608729,19186
34.340248,-82.090128,3945
34.972963,-82.101417,7221
34.764315,-82.044633,14470
32.77718,-79.932,10895
32.8059,-79.94318,20818
32.898999,-80.049739,1348
32.856252,-79.981994,26328
32.937267,-80.035245,29314
32.79893,-79.997803,34827
32.796088,-79.960493,2100
32.93271,-80.002982,17816
32.711469,-79.952603,35850
32.839966,-80.089182,31883
32.909523,-80.094219,23540
32.931762,-80.100722,21834
32.97876,-80.071205,956
32.783637,-79.937365,389
32.797192,-80.370638,1741
32.973563,-79.650117,2737
33.278777,-79.882079,6071
33.231512,-80.808866,2853
33.140888,-79.843725,537
32.972972,-80.466445,4122
33.315358,-80.18725,4471
33.139994,-80.431756,2380
32.564708,-80.32239,2408
32.647997,-79.960079,2399
33.38111,-79.32976,28469
32.997548,-79.966641,53588
32.630668,-80.55151,1138
33.25557,-80.452728,2356
32.700369,-80.287056,7749
33.065935,-79.784197,3105
32.822611,-79.754581,4205
32.677951,-80.461468,394
33.225592,-79.642781,1252
32.624718,-80.040587,20478
32.985877,-80.11544,27864
33.093336,-79.461188,2713
33.159784,-80.007539,30141
32.816699,-79.858222,43649
32.877758,-79.792013,28725
33.425634,-80.056991,2107
33.257863,-80.05637,855
32.826929,-80.253739,4232
33.192675,-80.670417,1537
33.045536,-80.326698,9416
32.884258,-80.523838,2176
